Run NumNeurons Group meanFR meanCV
4 73260 5E 5.5329 0.4954
4 73260 5I 7.6967 0.4938
4 73260 6E 0.0007 
4 73260 6I 6.0826 0.4798
5 73260 all 3.3566 0.4895
5 73260 2/3E 1.3455 0.4669
5 73260 2/3I 4.1014 0.4843
5 73260 4E 4.0541 0.4817
5 73260 4I 5.269 0.5189
5 73260 5E 5.5557 0.5022
5 73260 5I 7.724 0.5001
5 73260 6E 0.0013 
5 73260 6I 6.0805 0.4724
6 73260 all 3.5226 0.4895
6 73260 2/3E 1.439 0.4517
6 73260 2/3I 4.3853 0.5013
6 73260 4E 4.0231 0.4784
6 73260 4I 5.2846 0.5158
6 73260 5E 5.9534 0.5051
6 73260 5I 7.7958 0.5033
6 73260 6E 0.0018 
6 73260 6I 6.1624 0.4709
7 73260 all 3.4379 0.4902
7 73260 2/3E 1.313 0.4714
7 73260 2/3I 4.1566 0.4996
7 73260 4E 4.0825 0.4739
7 73260 4I 5.2437 0.4937
7 73260 5E 5.8479 0.5146
7 73260 5I 7.7439 0.5008
7 73260 6E 0.0006 
7 73260 6I 6.0869 0.4777
8 73260 all 3.4044 0.4874
8 73260 2/3E 1.3149 0.4556
8 73260 2/3I 4.0866 0.4871
8 73260 4E 4.1052 0.4761
8 73260 4I 5.2768 0.5131
8 73260 5E 5.7402 0.502
8 73260 5I 7.7528 0.5028
8 73260 6E 0.0013 
8 73260 6I 6.0662 0.4754
9 73260 all 3.4097 0.4875
9 73260 2/3E 1.3779 0.4616
9 73260 2/3I 4.1479 0.4965
9 73260 4E 3.9843 0.4687
9 73260 4I 5.2593 0.52
9 73260 5E 5.7127 0.5008
9 73260 5I 7.727 0.4972
9 73260 6E 0.0007 
9 73260 6I 6.1019 0.4675
0 77112 all 3.4144 0.4884
0 77112 2/3E 1.3026 0.4725
0 77112 2/3I 4.0806 0.4787
0 77112 4E 4.1638 0.4753
0 77112 4I 5.3093 0.5155
0 77112 5E 5.7734 0.499
0 77112 5I 7.7602 0.5025
0 77112 6E 0.0006 
0 77112 6I 6.0705 0.4749
1 77112 all 3.4755 0.4874
1 77112 2/3E 1.356 0.4609
1 77112 2/3I 4.1732 0.4923
1 77112 4E 4.1729 0.4741
1 77112 4I 5.3093 0.5082
1 77112 5E 5.895 0.4995
1 77112 5I 7.803 0.4971
1 77112 6E 0.001 
1 77112 6I 6.1111 0.4795
2 77112 all 3.533 0.4879
2 77112 2/3E 1.428 0.4602
2 77112 2/3I 4.2658 0.4821
2 77112 4E 4.1248 0.487
2 77112 4I 5.3204 0.5087
2 77112 5E 5.9985 0.5047
2 77112 5I 7.8447 0.4969
2 77112 6E 0.0025 
2 77112 6I 6.147 0.4757
3 77112 all 3.4523 0.4851
3 77112 2/3E 1.3504 0.4674
3 77112 2/3I 4.1564 0.4908
3 77112 4E 4.119 0.4758
3 77112 4I 5.3019 0.4865
3 77112 5E 5.8459 0.4991
3 77112 5I 7.765 0.4997
3 77112 6E 0.0017 
3 77112 6I 6.0996 0.4764
4 77112 all 3.4139 0.487
4 77112 2/3E 1.3511 0.4711
4 77112 2/3I 4.0898 0.4835
4 77112 4E 4.0191 0.482
4 77112 4I 5.2389 0.5043
4 77112 5E 5.7644 0.4972
4 77112 5I 7.7226 0.4949
4 77112 6E 0.0007 
4 77112 6I 6.0949 0.4763
5 77112 all 3.4147 0.4874
5 77112 2/3E 1.3123 0.4652
5 77112 2/3I 4.0981 0.4885
5 77112 4E 4.1111 0.4694
5 77112 4I 5.2796 0.5088
5 77112 5E 5.7768 0.5019
5 77112 5I 7.7485 0.4993
5 77112 6E 0.0012 
5 77112 6I 6.0657 0.4785
6 77112 all 3.4181 0.4867
6 77112 2/3E 1.3544 0.4729
6 77112 2/3I 4.1169 0.4886
6 77112 4E 4.1086 0.4809
6 77112 4I 5.2926 0.4999
6 77112 5E 5.7395 0.4997
6 77112 5I 7.7529 0.4982
6 77112 6E 0.001 
6 77112 6I 6.0908 0.4668
7 77112 all 3.5446 0.484
7 77112 2/3E 1.4554 0.4514
7 77112 2/3I 4.3104 0.4979
7 77112 4E 4.0738 0.4812
7 77112 4I 5.3444 0.4965
7 77112 5E 6.0141 0.4992
7 77112 5I 7.8395 0.4957
7 77112 6E 0.0017 
7 77112 6I 6.1436 0.466
8 77112 all 3.5867 0.4973
8 77112 2/3E 1.531 0.4872
8 77112 2/3I 4.4112 0.5028
8 77112 4E 4.0796 0.4792
8 77112 4I 5.3537 0.5191
8 77112 5E 6.0523 0.5155
8 77112 5I 7.8494 0.4982
8 77112 6E 0.001 
8 77112 6I 6.2046 0.479
9 77112 all 3.5758 0.4973
9 77112 2/3E 1.4808 0.4715
9 77112 2/3I 4.3769 0.5067
9 77112 4E 4.0332 0.4808
9 77112 4I 5.3241 0.5075
9 77112 5E 6.0872 0.519
9 77112 5I 7.8516 0.5166
9 77112 6E 0.001 
9 77112 6I 6.1633 0.4787
